#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1
     366       2.4460       9.5004,     366       3.4107       7.5024,     366       2.2535       5.1093,     366       2.0162       5.6812,     366       2.5103       3.1554,     366       2.2979      11.4792,     366       2.7823      10.2538,     366       2.5185       7.0860,     366       2.6693       7.0150,     366       2.0106       9.3137
     367       2.8214       8.9123,     367       3.1574       6.0984,     367       2.2293       5.6211,     367       2.1672       6.4398,     367       2.8220       4.3363,     367       2.3523      11.5001,     367       3.0355      10.8163,     367       2.1593       7.3623,     367       2.8983       5.9918,     367       1.7707       9.0035
     368       2.5654       7.9964,     368       3.1124       6.2184,     368       2.2502       6.5290,     368       2.1340       6.0870,     368       2.9195       3.0184,     368       2.3367       8.2720,     368       3.0424       8.9852,     368       2.4665       8.1441,     368       2.5386       5.5162,     368       1.9902       8.0076
     369       2.5322       7.7549,     369       3.4726       7.5432,     369       2.0953       6.8243,     369       2.3068       6.0823,     369       2.7398       4.1792,     369       2.2246       9.8230,     369       2.8363       7.9952,     369       2.1828      10.1196,     369       2.9313       6.9218,     369       2.1192       8.3336
     370       2.3911       7.0168,     370       3.1910       6.5744,     370       2.2957       5.6019,     370       2.1235       6.2133,     370       2.9976       3.5695,     370       2.3129       9.7787,     370       2.7573       9.8988,     370       2.2179       7.0259,     370       2.8427       7.9560,     370       1.8924       8.2201
     371       2.7927       8.2969,     371       3.0964       9.4100,     371       2.1286       6.4569,     371       2.1918       6.5136,     371       2.8449       3.8630,     371       2.2809       7.6160,     371       2.8952       8.6179,     371       2.8887       7.5769,     371       2.2605       8.7143,     371       1.9306       8.1890
     372       2.0170       8.9470,     372       3.4170       8.9602,     372       2.1486       5.0110,     372       1.9272       6.0581,     372       3.0768       4.8251,     372       2.5729       8.4119,     372       2.7392       9.9834,     372       2.8964       8.4272,     372       1.9491       8.0225,     372       2.0483       7.3992
     373       2.8163      10.5227,     373       3.0758       8.7016,     373       2.1431       5.4963,     373       1.9554       5.4400,     373       3.2094       4.2161,     373       2.6869       8.7910,     373       2.6777       8.3079,     373       2.7074       8.4755,     373       2.3373       7.4221,     373       1.7492       6.4010
     374       2.2098       6.5651,     374       3.0799       9.8441,     374       2.1711       7.7561,     374       2.2939       4.5989,     374       2.7841       3.5130,     374       2.5754       9.0490,     374       2.9043       8.9531,     374       2.6673       7.0218,     374       2.4301       5.7503,     374       1.7957       6.7580
     375       2.8371       7.6496,     375       2.8817       9.4853,     375       2.0936       7.6740,     375       1.7965       4.6011,     375       2.8528       3.7112,     375       2.5152       8.1661,     375       3.2552       8.3411,     375       2.1626       9.4481,     375       2.3207       6.2197,     375       2.4161       7.0075
     376       2.8806      10.3178,     376       3.1488       7.9698,     376       1.9169       4.3929,     376       2.2734       5.6823,     376       3.1966       4.5418,     376       2.9630       7.7436,     376       3.0599       9.7063,     376       2.1485       9.1785,     376       2.4018       7.5457,     376       2.0975       7.4194
     377       2.9649       9.0092,     377       3.1731       7.9489,     377       1.9420       4.8770,     377       1.8887       6.2329,     377       3.2570       3.9593,     377       2.4580       6.0752,     377       2.8780       7.9840,     377       2.3092       8.7100,     377       2.7498       6.8840,     377       2.0601       5.0450
     378       2.8026       7.3528,     378       2.7040       7.0760,     378       1.7982       6.1550,     378       2.2192       6.5414,     378       3.0071       3.5918,     378       2.4213       5.5609,     378       2.6633       7.3932,     378       2.1880       9.2533,     378       2.5182       5.1601,     378       1.8052       4.3176
     379       2.8293       9.5453,     379       2.8424       7.1884,     379       1.9076       4.4200,     379       2.1613       6.6070,     379       3.0662       3.4237,     379       2.2071       5.5141,     379       2.5479       8.0626,     379       1.9592       9.2736,     379       2.4764       5.9289,     379       1.8112       6.1255
     380       3.1080       9.6541,     380       2.9494       8.1459,     380       1.6434       5.1648,     380       2.1203       5.6344,     380       3.3570       4.4613,     380       2.7224       6.9208,     380       2.7984       8.4154,     380       2.1124       8.9952,     380       2.9945       4.7211,     380       2.1782       7.2565
     381       3.1634       9.9881,     381       2.7395       7.4114,     381       1.8604       4.1865,     381       2.4312       4.9082,     381       3.2476       3.7996,     381       2.6284       6.8221,     381       2.7149       8.6415,     381       2.0977       9.2747,     381       2.8502       5.9194,     381       2.1826       6.7381
     382       3.3943       8.9571,     382       2.6949       7.4144,     382       1.7848       5.0117,     382       2.1478       6.6507,     382       2.8641       3.4790,     382       2.1098       7.2587,     382       2.2789       7.5786,     382       2.2453       6.5983,     382       3.7994       7.5058,     382       1.7086       6.1900
     383       3.6434       9.5283,     383       2.8840       6.9383,     383       2.2249       7.0730,     383       2.6997       5.9438,     383       2.6250       3.9660,     383       2.3796       6.0997,     383       2.5103       9.1534,     383       1.9585       8.5197,     383       3.2001       8.3714,     383       1.9117       6.0717
     384       3.6465       9.4575,     384       3.2395       8.9974,     384       1.8896       5.8760,     384       2.3534       6.6180,     384       2.8550       4.1638,     384       2.2088       6.4962,     384       2.7190       9.2796,     384       1.8089       8.4656,     384       3.0725       6.4113,     384       1.8736       6.7289
     385       2.9857      10.0919,     385       3.0510       8.0612,     385       1.8936       7.6374,     385       2.5951       7.7314,     385       3.1927       3.5955,     385       2.4249       7.4380,     385       2.7385       9.9182,     385       2.0657       9.9042,     385       3.0807       6.3868,     385       1.6523       6.2046
     386       3.1459      10.0489,     386       3.0651       6.4036,     386       1.7795       7.9261,     386       2.2227       7.6034,     386       3.1516       4.2076,     386       2.7816       6.3675,     386       3.2388      13.6596,     386       2.0503       8.4919,     386       3.0880       7.0290,     386       1.8032       3.9782
     387       3.4140      11.0985,     387       2.7676       6.8580,     387       1.9578       8.4547,     387       2.7525       7.2956,     387       2.7686       4.6297,     387       2.7913       7.4153,     387       3.1475      11.3901,     387       1.9984       6.4609,     387       2.3943       7.2557,     387       1.8641       6.1158
